Indicador,Any,Resposta,Edat,Sexe,Classe social,Estudis,Territoris,percentatge,poblacio_absoluta,mostra,valor_absolut
Malestar emocional,2024,Sí,75 i més,Home,Classe I,Estudis secundaris,Terres de l’Ebre,29.9,1272620,1290,380513
Malestar emocional,2024,No,75 i més,Home,Classe I,Estudis secundaris,Terres de l’Ebre,70.1,1242047,5669,870675
Malestar emocional,2027,Sí,75 i més,Home,Classe III,Estudis secundaris,Cat. Central,27.6,1142874,683,315433
Malestar emocional,2027,No,75 i més,Home,Classe III,Estudis secundaris,Cat. Central,72.4,1051963,2990,761621
Malestar emocional,2026,Sí,0 - 14,Home,Classe II,Estudis primaris i sense estudis,Barcelona Ciutat,25.2,305433,610,76969
Malestar emocional,2026,No,0 - 14,Home,Classe II,Estudis primaris i sense estudis,Barcelona Ciutat,74.8,660543,883,494086
Malestar emocional,2026,Sí,15 - 44,Dona,Classe III,Estudis secundaris,Girona,20.9,1145957,2225,239505
Malestar emocional,2026,No,15 - 44,Dona,Classe III,Estudis secundaris,Girona,79.1,1150854,2609,910326
Malestar emocional,2026,Sí,75 i més,Home,Classe I,Estudis secundaris,Camp de Tarragona,29.8,362850,499,108129
Malestar emocional,2026,No,75 i més,Home,Classe I,Estudis secundaris,Camp de Tarragona,70.2,496776,1554,348737
Malestar emocional,2026,Sí,15 i més,Dona,Classe II,Estudis primaris i sense estudis,Alt Pirineu i Aran,19.1,1298665,2022,248045
Malestar emocional,2026,No,15 i més,Dona,Classe II,Estudis primaris i sense estudis,Alt Pirineu i Aran,80.9,992571,3127,802990
Malestar emocional,2027,Sí,15 - 44,Dona,Classe I,Estudis universitaris,Girona,16.8,1305397,5863,219307
Malestar emocional,2027,No,15 - 44,Dona,Classe I,Estudis universitaris,Girona,83.2,159033,625,132315
Malestar emocional,2024,Sí,65 i més,Dona,Classe I,Estudis primaris i sense estudis,Lleida,15.1,1190846,4232,179818
Malestar emocional,2024,No,65 i més,Dona,Classe I,Estudis primaris i sense estudis,Lleida,84.9,825600,702,700934
Malestar emocional,2024,Sí,15 i més,Dona,Classe I,Estudis primaris i sense estudis,Terres de l’Ebre,34.7,979211,1452,339786
Malestar emocional,2024,No,15 i més,Dona,Classe I,Estudis primaris i sense estudis,Terres de l’Ebre,65.3,1086641,2704,709577
Malestar emocional,2026,Sí,15 i més,Home,Classe I,Estudis primaris i sense estudis,Camp de Tarragona,19.1,1022067,4778,195215
Malestar emocional,2026,No,15 i més,Home,Classe I,Estudis primaris i sense estudis,Camp de Tarragona,80.9,1319496,1570,1067472
Malestar emocional,2025,Sí,65 i més,Home,Classe III,Estudis universitaris,Àrea Metropolitana Sud,31.0,363144,395,112575
Malestar emocional,2025,No,65 i més,Home,Classe III,Estudis universitaris,Àrea Metropolitana Sud,69.0,372215,1437,256828
Malestar emocional,2025,Sí,75 i més,Dona,Classe III,Estudis secundaris,Àrea Metropolitana Nord,27.4,1401950,6657,384134
Malestar emocional,2025,No,75 i més,Dona,Classe III,Estudis secundaris,Àrea Metropolitana Nord,72.6,107353,179,77938
Malestar emocional,2024,Sí,15 i més,Dona,Classe I,Estudis primaris i sense estudis,Barcelona Ciutat,27.2,1479587,4448,402448
Malestar emocional,2024,No,15 i més,Dona,Classe I,Estudis primaris i sense estudis,Barcelona Ciutat,72.8,1066573,4171,776465
Malestar emocional,2023,Sí,15 i més,Home,Classe I,Estudis universitaris,Girona,17.1,1038093,4300,177514
Malestar emocional,2023,No,15 i més,Home,Classe I,Estudis universitaris,Girona,82.9,472676,297,391848
Malestar emocional,2026,Sí,65 i més,Home,Classe III,Estudis secundaris,Terres de l’Ebre,22.5,551109,2663,124000
Malestar emocional,2026,No,65 i més,Home,Classe III,Estudis secundaris,Terres de l’Ebre,77.5,415215,776,321792
Malestar emocional,2025,Sí,0 - 14,Dona,Classe I,Estudis primaris i sense estudis,Girona,28.6,1200657,1318,343388
Malestar emocional,2025,No,0 - 14,Dona,Classe I,Estudis primaris i sense estudis,Girona,71.4,1369680,4285,977952
Malestar emocional,2027,Sí,15 - 44,Dona,Classe II,Estudis secundaris,Girona,24.2,880066,980,212976
Malestar emocional,2027,No,15 - 44,Dona,Classe II,Estudis secundaris,Girona,75.8,1456566,2769,1104077
Malestar emocional,2025,Sí,15 - 44,Dona,Classe II,Estudis primaris i sense estudis,Cat. Central,21.7,1074951,3342,233264
Malestar emocional,2025,No,15 - 44,Dona,Classe II,Estudis primaris i sense estudis,Cat. Central,78.3,108080,214,84627
Malestar emocional,2023,Sí,15 - 44,Home,Classe I,Estudis secundaris,Cat. Central,30.5,168041,203,51253
Malestar emocional,2023,No,15 - 44,Home,Classe I,Estudis secundaris,Cat. Central,69.5,785339,3086,545811
Malestar emocional,2023,Sí,15 - 44,Home,Classe I,Estudis primaris i sense estudis,Cat. Central,19.7,130142,485,25638
Malestar emocional,2023,No,15 - 44,Home,Classe I,Estudis primaris i sense estudis,Cat. Central,80.3,793107,3584,636865
Malestar emocional,2025,Sí,65 - 74,Home,Classe I,Estudis universitaris,Àrea Metropolitana Sud,34.2,261434,858,89410
Malestar emocional,2025,No,65 - 74,Home,Classe I,Estudis universitaris,Àrea Metropolitana Sud,65.8,550506,2108,362233
Malestar emocional,2027,Sí,15 i més,Dona,Classe I,Estudis primaris i sense estudis,Terres de l’Ebre,34.2,581022,1470,198710
Malestar emocional,2027,No,15 i més,Dona,Classe I,Estudis primaris i sense estudis,Terres de l’Ebre,65.8,478862,1416,315091
Malestar emocional,2023,Sí,15 - 44,Home,Classe III,Estudis universitaris,Àrea Metropolitana Sud,20.5,1164724,4227,238768
Malestar emocional,2023,No,15 - 44,Home,Classe III,Estudis universitaris,Àrea Metropolitana Sud,79.5,1498109,5167,1190997
Malestar emocional,2027,Sí,75 i més,Home,Classe III,Estudis primaris i sense estudis,Àrea Metropolitana Nord,26.5,930392,2965,246554
Malestar emocional,2027,No,75 i més,Home,Classe III,Estudis primaris i sense estudis,Àrea Metropolitana Nord,73.5,611625,698,449544
Malestar emocional,2026,Sí,65 i més,Dona,Classe III,Estudis primaris i sense estudis,Camp de Tarragona,25.6,654707,332,167605
Malestar emocional,2026,No,65 i més,Dona,Classe III,Estudis primaris i sense estudis,Camp de Tarragona,74.4,1005700,2061,748241
Malestar emocional,2025,Sí,65 i més,Home,Classe III,Estudis universitaris,Terres de l’Ebre,29.9,424418,1127,126901
Malestar emocional,2025,No,65 i més,Home,Classe III,Estudis universitaris,Terres de l’Ebre,70.1,448007,1552,314053
Malestar emocional,2027,Sí,65 - 74,Dona,Classe III,Estudis primaris i sense estudis,Àrea Metropolitana Nord,31.1,657707,2973,204547
Malestar emocional,2027,No,65 - 74,Dona,Classe III,Estudis primaris i sense estudis,Àrea Metropolitana Nord,68.9,1291577,6257,889897
Malestar emocional,2027,Sí,45 - 64,Home,Classe I,Estudis secundaris,Lleida,26.2,1000933,2885,262244
Malestar emocional,2027,No,45 - 64,Home,Classe I,Estudis secundaris,Lleida,73.8,869379,3854,641602
Malestar emocional,2025,Sí,45 - 64,Home,Classe II,Estudis secundaris,Àrea Metropolitana Sud,32.1,1165724,1962,374197
Malestar emocional,2025,No,45 - 64,Home,Classe II,Estudis secundaris,Àrea Metropolitana Sud,67.9,174359,863,118390
Malestar emocional,2024,Sí,15 - 44,Dona,Classe I,Estudis secundaris,Lleida,34.3,771633,3743,264670
Malestar emocional,2024,No,15 - 44,Dona,Classe I,Estudis secundaris,Lleida,65.7,432189,2130,283948
Malestar emocional,2027,Sí,65 - 74,Dona,Classe I,Estudis universitaris,Barcelona Ciutat,21.3,226981,585,48347
Malestar emocional,2027,No,65 - 74,Dona,Classe I,Estudis universitaris,Barcelona Ciutat,78.7,531463,357,418261
Malestar emocional,2026,Sí,75 i més,Dona,Classe III,Estudis primaris i sense estudis,Girona,25.3,1329058,5679,336252
Malestar emocional,2026,No,75 i més,Dona,Classe III,Estudis primaris i sense estudis,Girona,74.7,230666,638,172308
Malestar emocional,2025,Sí,15 - 44,Dona,Classe II,Estudis universitaris,Terres de l’Ebre,16.7,1341505,6035,224031
Malestar emocional,2025,No,15 - 44,Dona,Classe II,Estudis universitaris,Terres de l’Ebre,83.3,609932,1069,508073
Malestar emocional,2025,Sí,15 i més,Home,Classe III,Estudis secundaris,Àrea Metropolitana Nord,29.8,173342,780,51656
Malestar emocional,2025,No,15 i més,Home,Classe III,Estudis secundaris,Àrea Metropolitana Nord,70.2,539261,482,378561
Malestar emocional,2023,Sí,45 - 64,Dona,Classe II,Estudis primaris i sense estudis,Àrea Metropolitana Sud,22.8,411992,261,93934
Malestar emocional,2023,No,45 - 64,Dona,Classe II,Estudis primaris i sense estudis,Àrea Metropolitana Sud,77.2,799328,453,617081
Malestar emocional,2027,Sí,15 - 44,Home,Classe I,Estudis primaris i sense estudis,Camp de Tarragona,26.6,1207504,3805,321196
Malestar emocional,2027,No,15 - 44,Home,Classe I,Estudis primaris i sense estudis,Camp de Tarragona,73.4,657069,2974,482289
Malestar emocional,2024,Sí,0 - 14,Home,Classe II,Estudis primaris i sense estudis,Alt Pirineu i Aran,23.1,418588,1237,96694
Malestar emocional,2024,No,0 - 14,Home,Classe II,Estudis primaris i sense estudis,Alt Pirineu i Aran,76.9,1007299,2239,774613
Malestar emocional,2027,Sí,75 i més,Home,Classe III,Estudis secundaris,Àrea Metropolitana Nord,32.9,1003110,925,330023
Malestar emocional,2027,No,75 i més,Home,Classe III,Estudis secundaris,Àrea Metropolitana Nord,67.1,1020896,4574,685021
Malestar emocional,2023,Sí,65 - 74,Home,Classe I,Estudis primaris i sense estudis,Àrea Metropolitana Sud,20.2,591883,2263,119560
Malestar emocional,2023,No,65 - 74,Home,Classe I,Estudis primaris i sense estudis,Àrea Metropolitana Sud,79.8,1042023,1958,831534
Malestar emocional,2024,Sí,45 - 64,Home,Classe II,Estudis secundaris,Barcelona Ciutat,30.8,541192,769,166687
Malestar emocional,2024,No,45 - 64,Home,Classe II,Estudis secundaris,Barcelona Ciutat,69.2,1003816,1251,694641
Malestar emocional,2023,Sí,75 i més,Dona,Classe III,Estudis universitaris,Cat. Central,34.0,719825,1011,244741
Malestar emocional,2023,No,75 i més,Dona,Classe III,Estudis universitaris,Cat. Central,66.0,1246803,4681,822890
Malestar emocional,2027,Sí,15 i més,Dona,Classe III,Estudis primaris i sense estudis,Àrea Metropolitana Sud,34.9,185721,752,64817
Malestar emocional,2027,No,15 i més,Dona,Classe III,Estudis primaris i sense estudis,Àrea Metropolitana Sud,65.1,327685,359,213323
Malestar emocional,2023,Sí,75 i més,Home,Classe I,Estudis secundaris,Girona,27.1,893821,3873,242225
Malestar emocional,2023,No,75 i més,Home,Classe I,Estudis secundaris,Girona,72.9,385173,1917,280791
Malestar emocional,2024,Sí,75 i més,Dona,Classe I,Estudis primaris i sense estudis,Àrea Metropolitana Sud,25.4,1271763,4897,323028
Malestar emocional,2024,No,75 i més,Dona,Classe I,Estudis primaris i sense estudis,Àrea Metropolitana Sud,74.6,589421,1320,439708
Malestar emocional,2026,Sí,0 - 14,Home,Classe II,Estudis primaris i sense estudis,Camp de Tarragona,33.3,1303353,1496,434017
Malestar emocional,2026,No,0 - 14,Home,Classe II,Estudis primaris i sense estudis,Camp de Tarragona,66.7,914995,619,610302
Malestar emocional,2023,Sí,75 i més,Dona,Classe II,Estudis primaris i sense estudis,Barcelona Ciutat,34.1,501341,2000,170957
Malestar emocional,2023,No,75 i més,Dona,Classe II,Estudis primaris i sense estudis,Barcelona Ciutat,65.9,752750,835,496062
Malestar emocional,2025,Sí,65 i més,Dona,Classe II,Estudis secundaris,Barcelona Ciutat,23.7,1458891,1427,345757
Malestar emocional,2025,No,65 i més,Dona,Classe II,Estudis secundaris,Barcelona Ciutat,76.3,517941,2333,395189
Malestar emocional,2025,Sí,65 i més,Home,Classe III,Estudis secundaris,Lleida,17.8,841624,2024,149809
Malestar emocional,2025,No,65 i més,Home,Classe III,Estudis secundaris,Lleida,82.2,1125573,4430,925221
Malestar emocional,2027,Sí,15 - 44,Home,Classe II,Estudis secundaris,Àrea Metropolitana Sud,25.6,642324,1450,164435
Malestar emocional,2027,No,15 - 44,Home,Classe II,Estudis secundaris,Àrea Metropolitana Sud,74.4,1373473,5642,1021864
Malestar emocional,2027,Sí,65 i més,Dona,Classe I,Estudis secundaris,Terres de l’Ebre,33.3,1326768,6229,441814
Malestar emocional,2027,No,65 i més,Dona,Classe I,Estudis secundaris,Terres de l’Ebre,66.7,499847,1793,333398
Malestar emocional,2027,Sí,45 - 64,Dona,Classe II,Estudis universitaris,Lleida,32.3,737161,1291,238103
Malestar emocional,2027,No,45 - 64,Dona,Classe II,Estudis universitaris,Lleida,67.7,748940,384,507032
Malestar emocional,2026,Sí,65 i més,Dona,Classe I,Estudis primaris i sense estudis,Lleida,15.7,682277,1262,107117
Malestar emocional,2026,No,65 i més,Dona,Classe I,Estudis primaris i sense estudis,Lleida,84.3,1471838,3371,1240759
Malestar emocional,2027,Sí,15 i més,Dona,Classe I,Estudis primaris i sense estudis,Àrea Metropolitana Nord,33.9,1318919,3434,447114
Malestar emocional,2027,No,15 i més,Dona,Classe I,Estudis primaris i sense estudis,Àrea Metropolitana Nord,66.1,1185667,1646,783726
Malestar emocional,2024,Sí,65 i més,Dona,Classe I,Estudis secundaris,Àrea Metropolitana Nord,15.2,1071622,569,162887
Malestar emocional,2024,No,65 i més,Dona,Classe I,Estudis secundaris,Àrea Metropolitana Nord,84.8,1322380,1832,1121378
Malestar emocional,2025,Sí,45 - 64,Home,Classe II,Estudis secundaris,Àrea Metropolitana Nord,15.3,975961,4403,149322
Malestar emocional,2025,No,45 - 64,Home,Classe II,Estudis secundaris,Àrea Metropolitana Nord,84.7,942102,3230,797960
Malestar emocional,2023,Sí,45 - 64,Dona,Classe II,Estudis primaris i sense estudis,Cat. Central,19.8,1263625,2086,250198
Malestar emocional,2023,No,45 - 64,Dona,Classe II,Estudis primaris i sense estudis,Cat. Central,80.2,1433132,3953,1149372
Malestar emocional,2025,Sí,65 i més,Home,Classe I,Estudis universitaris,Terres de l’Ebre,34.9,490988,651,171355
Malestar emocional,2025,No,65 i més,Home,Classe I,Estudis universitaris,Terres de l’Ebre,65.1,1356627,4901,883164
Malestar emocional,2027,Sí,75 i més,Dona,Classe I,Estudis universitaris,Cat. Central,21.7,1351191,5729,293208
Malestar emocional,2027,No,75 i més,Dona,Classe I,Estudis universitaris,Cat. Central,78.3,304962,732,238785
Malestar emocional,2027,Sí,15 - 44,Home,Classe II,Estudis secundaris,Terres de l’Ebre,16.4,1462553,3734,239859
Malestar emocional,2027,No,15 - 44,Home,Classe II,Estudis secundaris,Terres de l’Ebre,83.6,632252,567,528563
Malestar emocional,2025,Sí,65 - 74,Dona,Classe II,Estudis primaris i sense estudis,Lleida,23.7,1121051,4730,265689
Malestar emocional,2025,No,65 - 74,Dona,Classe II,Estudis primaris i sense estudis,Lleida,76.3,167913,698,128118
Malestar emocional,2023,Sí,65 - 74,Dona,Classe I,Estudis primaris i sense estudis,Camp de Tarragona,19.3,940309,1938,181480
Malestar emocional,2023,No,65 - 74,Dona,Classe I,Estudis primaris i sense estudis,Camp de Tarragona,80.7,910904,610,735100
Malestar emocional,2027,Sí,0 - 14,Dona,Classe II,Estudis secundaris,Cat. Central,18.5,490841,2172,90806
Malestar emocional,2027,No,0 - 14,Dona,Classe II,Estudis secundaris,Cat. Central,81.5,846731,2241,690086
Malestar emocional,2027,Sí,65 - 74,Home,Classe I,Estudis primaris i sense estudis,Alt Pirineu i Aran,28.8,1181518,3782,340277
Malestar emocional,2027,No,65 - 74,Home,Classe I,Estudis primaris i sense estudis,Alt Pirineu i Aran,71.2,842606,2269,599935
Malestar emocional,2023,Sí,15 - 44,Dona,Classe III,Estudis secundaris,Terres de l’Ebre,26.5,985380,4775,261126
Malestar emocional,2023,No,15 - 44,Dona,Classe III,Estudis secundaris,Terres de l’Ebre,73.5,413047,745,303590
Malestar emocional,2025,Sí,45 - 64,Home,Classe II,Estudis secundaris,Terres de l’Ebre,22.4,427146,495,95681
Malestar emocional,2025,No,45 - 64,Home,Classe II,Estudis secundaris,Terres de l’Ebre,77.6,1304721,1700,1012463
Malestar emocional,2023,Sí,15 - 44,Home,Classe I,Estudis universitaris,Alt Pirineu i Aran,27.0,916262,4048,247391
Malestar emocional,2023,No,15 - 44,Home,Classe I,Estudis universitaris,Alt Pirineu i Aran,73.0,624199,1674,455665
Malestar emocional,2026,Sí,65 i més,Dona,Classe II,Estudis secundaris,Àrea Metropolitana Sud,27.9,1361180,5064,379769
Malestar emocional,2026,No,65 i més,Dona,Classe II,Estudis secundaris,Àrea Metropolitana Sud,72.1,1208764,1841,871519
Malestar emocional,2024,Sí,75 i més,Dona,Classe I,Estudis secundaris,Àrea Metropolitana Sud,19.5,1340474,6460,261392
Malestar emocional,2024,No,75 i més,Dona,Classe I,Estudis secundaris,Àrea Metropolitana Sud,80.5,1230598,3851,990631
Malestar emocional,2024,Sí,15 i més,Home,Classe I,Estudis primaris i sense estudis,Àrea Metropolitana Nord,19.1,348703,485,66602
Malestar emocional,2024,No,15 i més,Home,Classe I,Estudis primaris i sense estudis,Àrea Metropolitana Nord,80.9,1008180,2927,815618
Malestar emocional,2026,Sí,15 - 44,Home,Classe I,Estudis universitaris,Terres de l’Ebre,24.9,408456,338,101706
Malestar emocional,2026,No,15 - 44,Home,Classe I,Estudis universitaris,Terres de l’Ebre,75.1,1480484,2968,1111843
Malestar emocional,2023,Sí,65 i més,Home,Classe II,Estudis secundaris,Àrea Metropolitana Nord,22.1,597660,830,132083
Malestar emocional,2023,No,65 i més,Home,Classe II,Estudis secundaris,Àrea Metropolitana Nord,77.9,1299182,6480,1012063
Malestar emocional,2025,Sí,45 - 64,Home,Classe I,Estudis primaris i sense estudis,Cat. Central,19.4,248632,153,48235
Malestar emocional,2025,No,45 - 64,Home,Classe I,Estudis primaris i sense estudis,Cat. Central,80.6,1437705,4833,1158790
Malestar emocional,2023,Sí,75 i més,Home,Classe II,Estudis universitaris,Camp de Tarragona,17.2,104631,495,17997
Malestar emocional,2023,No,75 i més,Home,Classe II,Estudis universitaris,Camp de Tarragona,82.8,1281252,4601,1060877
Malestar emocional,2027,Sí,15 - 44,Dona,Classe I,Estudis primaris i sense estudis,Alt Pirineu i Aran,17.2,238673,317,41052
Malestar emocional,2027,No,15 - 44,Dona,Classe I,Estudis primaris i sense estudis,Alt Pirineu i Aran,82.8,1215314,1469,1006280
Malestar emocional,2026,Sí,65 - 74,Dona,Classe I,Estudis primaris i sense estudis,Girona,20.0,973945,1546,194789
Malestar emocional,2026,No,65 - 74,Dona,Classe I,Estudis primaris i sense estudis,Girona,80.0,989483,1407,791586
Malestar emocional,2026,Sí,65 - 74,Dona,Classe II,Estudis universitaris,Camp de Tarragona,23.4,1189343,1947,278306
Malestar emocional,2026,No,65 - 74,Dona,Classe II,Estudis universitaris,Camp de Tarragona,76.6,1158090,1336,887097
Malestar emocional,2023,Sí,65 i més,Dona,Classe I,Estudis primaris i sense estudis,Àrea Metropolitana Nord,22.4,284908,237,63819
Malestar emocional,2023,No,65 i més,Dona,Classe I,Estudis primaris i sense estudis,Àrea Metropolitana Nord,77.6,1455342,5894,1129345
Malestar emocional,2025,Sí,45 - 64,Home,Classe I,Estudis universitaris,Alt Pirineu i Aran,19.1,1005091,4805,191972
Malestar emocional,2025,No,45 - 64,Home,Classe I,Estudis universitaris,Alt Pirineu i Aran,80.9,1171444,2595,947698
Malestar emocional,2024,Sí,65 i més,Dona,Classe I,Estudis universitaris,Àrea Metropolitana Nord,30.8,1471651,4821,453269
Malestar emocional,2024,No,65 i més,Dona,Classe I,Estudis universitaris,Àrea Metropolitana Nord,69.2,869832,2455,601924
Malestar emocional,2023,Sí,45 - 64,Home,Classe II,Estudis universitaris,Terres de l’Ebre,26.5,1189119,5121,315117
